id,"accession","source_link","study_title","organism","date_last_update","number_of_samples","study_category"
7321,"GSE26005","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE26005","The human TTAGGG Repeat Factors 1 and 2 bind to a subset of interstitial telomeric sequences and satellite repeats","Homo sapiens","2011-05-04","4",""
7322,"GSE22260","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE22260","Comparative transcriptomic analysis of prostate cancer and matched normal tissue using RNA-seq","Mus musculus","2011-05-02","30","rna_seq"
7323,"GSE26729","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE26729","The Nucleosome Map of the Mammalian Liver","Homo sapiens","2011-04-30","9",""
7324,"GSE28148","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE28148","Unamplified Cap Analysis of Gene Expression on a single molecule sequencer (HeliScopeCAGE)","Homo sapiens","2011-04-28","19",""
7325,"GSE28867","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE28867","ENCODE Genome Institute of Singapore DNA Paired-End Ditags","Homo sapiens","2011-04-27","8",""
7326,"GSE27158","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE27158","Cytokine receptor modulation by interleukin-2 broadly regulates T helper cell lineage differentiation","Mus musculus","2011-04-24","16",""
7327,"GSE25432","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE25432","Temporal response of DCs to LPS stimulation: 4sU_sequencing","Homo sapiens","2011-04-24","6",""
7328,"GSE28533","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE28533","Genome-wide Regulation of 5hmC, 5mC and Gene Expression by Tet1 Hydroxylase in Mouse Embryonic Stem Cells (bisulfite sequencing data)","Homo sapiens","2011-04-21","4",""
7329,"GSE28532","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE28532","Genome-wide Regulation of 5hmC, 5mC and Gene Expression by Tet1 Hydroxylase in Mouse Embryonic Stem Cells (ChIP-seq data)","Mus musculus; Homo s","2011-04-21","14",""
7330,"GSE28682","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE28682","Genome-wide mapping of 5-hydroxymethylcytosine in embryonic stem cells","Mus musculus","2011-04-21","9",""
7331,"GSE25133","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE25133","Determinants of nucleosome organization in primary human cells","Mus musculus","2011-04-19","30",""
7332,"GSE28666","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE28666","RNA sequencing reveals two major classes of gene expression levels in metazoan cells","Mus musculus","2011-04-16","2","rna_seq "
7333,"GSE24841","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE24841","Tet1 and hydroxymethylcytosine in transcription and DNA methylation fidelity (ChIP/DIP-Seq data)","Mus musculus","2011-04-13","17",""
7334,"GSE24633","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE24633","Cdx2 transcription factor binding in intestinal villus and gene expression profiling in Cdx mutant mice","Homo sapiens","2011-04-13","13",""
7335,"GSE22934","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE22934","Wdr5 mediates self-renewal and reprogramming via the embryonic stem cell core transcriptional network","Mus musculus","2011-04-08","7",""
7336,"GSE22932","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE22932","Genome-Wide Analysis of Somatic Copy Number Alterations and Gene Expression in Metastatic Melanoma: RNA-Seq","Mus musculus","2011-04-07","8","RNA-Seq "
7337,"GSE25836","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE25836","Metabolic Transcription Factors Mediate Conserved Functions Largely via Species-Specific Binding Regions","Mus musculus","2011-04-06","20",""
7338,"GSE26954","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE26954","Comprehensive Long Span Paired-End-Tag Mapping Reveals Characteristic Patterns of Structural Variations in Epithelial Cancer Genomes","Mus musculus","2011-04-06","24",""
7339,"GSE22653","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE22653","Deep sequencing analysis of the developing mouse brain reveals a novel microRNA","Homo sapiens","2011-04-05","1","rna_seq"
7340,"GSE28286","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE28286","Genome-wide analysis of transcription factor E2F1 mutant proteins reveals that N- and C-terminal protein interaction domains do not participate in targeting E2F1 to the human genome.","Homo sapiens; Mus mu","2011-04-04","9",""
7341,"GSE24438","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE24438","Genome wide maps of Dmc1 in testis of Hop2 null mice.","Homo sapiens","2011-04-04","20",""
7342,"GSE27315","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE27315","The C-Terminal Domain of RNA Polymerase II is Modified by Site-Specific Methylation","Mus musculus","2011-04-01","4","rna_seq"
7343,"GSE21823","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE21823","Nucleosome map of the IMR90 fibroblast cell line","Homo sapiens","2011-04-01","1",""
7344,"GSE27037","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE27037","Regulating RNA Polymerase Pausing and Elongation in Embryonic Stem Cell Transcription","Mus musculus","2011-04-01","5","rna_seq"
7345,"GSE26516","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE26516","Genome-wide identification of micro-ribonucleic acids associated with human endometrial receptivity in natural and stimulated cycles by deep sequencing","Homo sapiens","2011-04-01","4",""
7346,"GSE28292","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE28292","Genome-wide analysis reveals unique regulation of transcription of Th2-specific genes by GATA3","Homo sapiens","2011-03-31","16",""
7347,"GSE26832","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE26832","Dual functions of Tet1 in transcriptional regulation in mouse embryonic stem cells (ChIP-Seq)","Mus musculus","2011-03-30","6",""
7348,"GSE28207","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE28207","Two-step RNA sequencing identifies a tissue-specific landscape of sense/antisense transcription","Homo sapiens","2011-03-29","8","rna_seq"
7349,"GSE28170","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE28170","The histone methyltransferase SETDB1 is recurrently amplified in melanoma and accelerates its onset","Mus musculus","2011-03-25","5",""
7350,"GSE28126","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE28126","The androgen receptor coordinates biosynthesis and proliferation in prostate cancer","Mus musculus","2011-03-24","8",""
7351,"GSE21939","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE21939","Phosphorylation of p53 Serine 46 contributes to target gene selectivity of p53 (ChIP-seq)","Mus musculus","2011-03-24","6",""
7352,"GSE21090","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE21090","Functional non-canonical microRNAs in the mammalian hippocampus and cortex","Homo sapiens","2011-03-23","7","rna_seq "
7353,"GSE26320","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE26320","Mapping and analysis of chromatin state dynamics in nine human cell types (ChIP-Seq)","Homo sapiens","2011-03-23","180",""
7354,"GSE27826","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE27826","Extensive Chromatin Remodeling and Establishment of Transcription Factor 'Hotspots' during Early Adipogenesis","Homo sapiens","2011-03-22","20",""
7355,"GSE27003","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE27003","Deep Sequence Analysis of the Relationship between Gene Expression, CpG Island Methylation, and Gene Copy Number in Breast Cancer Cells","Mus musculus","2011-03-16","24",""
7356,"GSE26345","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE26345","Diurnal changes of HDAC3, Rev-erb_, NCoR and Pol II recruitment to the mouse liver genome and of H3K9Ac","Homo sapiens","2011-03-11","18","rna_seq"
7357,"GSE26160","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE26160","Conserved generation of short products at piRNA loci","Mus musculus","2011-03-07","1","rna_seq"
7358,"GSE27201","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE27201","Disrupted processing of long pre-mRNAs and widespread RNA missplicing are components of neuronal vulnerability from loss of nuclear TDP-43 (CLIP)","Homo sapiens","2011-03-03","2","rna_seq"
7359,"GSE27218","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE27218","Disrupted processing of long pre-mRNAs and widespread RNA missplicing are components of neuronal vulnerability from loss of nuclear TDP-43 (RNA-seq)","Mus musculus","2011-03-03","21","rna_seq"
7360,"GSE21529","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE21529","Cardiac transcription factors in HL-1 cells: gene expression and genome binding profiling","Mus musculus","2011-03-02","17",""
7361,"GSE15780","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE15780","Interplay between c-Jun and TAp73_/_ contributes to the apoptosis-survival balance","Mus musculus","2011-03-01","15",""
7362,"GSE27584","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE27584","DNA Methylation by Reduced Representation Bisulfite Seq from ENCODE/HudsonAlpha","Mus musculus","2011-03-01","202",""
7363,"GSE26140","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE26140","Epigenetic regulation of cell type-specific expression patterns in the human mammary epithelium [SAGE-Seq]","Mus musculus","2011-03-01","15",""
7364,"GSE26139","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE26139","Epigenetic regulation of cell type-specific expression patterns in the human mammary epithelium [MSDK-Seq]","Homo sapiens","2011-03-01","12",""
7365,"GSE26137","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE26137","Epigenetic regulation of cell type-specific expression patterns in the human mammary epithelium [ChIP-Seq]","Homo sapiens","2011-03-01","14",""
7366,"GSE23719","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE23719","Dynamic BRG1 Recruitment During T Helper Differentiation And Activation Reveals Distal Regulatory Elements","Homo sapiens","2011-03-01","7",""
7367,"GSE25450","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE25450","RNA polyadenylation landscape in human and mouse cells","Homo sapiens","2011-02-26","4","rna_seq"
7368,"GSE27468","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE27468","Methylome analysis of 18 wild-type and mutant mouse ES, NP and MEF cells","Homo sapiens","2011-02-24","18",""
7369,"GSE26602","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE26602","Genome-Wide And Phase-Specific DNA-Binding Rhythms Of BMAL1 Control Circadian Output Functions In Mouse Liver","Mus musculus","2011-02-23","13",""
7370,"GSE22095","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE22095","Genome-wide Myb chromatin occupancy in murine myeloid progenitor cells","Homo sapiens; Mus mu","2011-02-23","7",""
7371,"GSE25862","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE25862","Mapping of INS promoter interactions reveals its role in long-range regulation of SYT8 transcription","Mus musculus","2011-02-22","2",""
7372,"GSE26550","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE26550","Two distinct auto-regulatory loops operate at the Pu.1 locus in B cells and myeloid cells","Mus musculus","2011-02-21","2",""
7373,"GSE24111","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE24111","Gene expression differences among primates are associated with changes in a histone epigenetic modification","Mus musculus","2011-02-15","21",""
7374,"GSE27221","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE27221","ENCODE Genome Institute of Singapore RNA-Seq","Homo sapiens","2011-02-14","4","rna_seq"
7375,"GSE27239","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE27239","Bisulfite sequencing data of one human DNA sample","Mus musculus","2011-02-12","32",""
7376,"GSE27214","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE27214","IGH analysis in pro-B cells with H3K4me3, H3K4me2, H3K9ac, H3K27me3, Pax5 and CTCF [ChIP-Seq]","Pan troglodytes; Mac","2011-02-11","4",""
7377,"GSE26552","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE26552","Genome-wide binding of STAT3 and STAT5 under Th17 conditions (ChIP-Seq)","Homo sapiens","2011-02-09","2",""
7378,"GSE22111","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE22111","The Atoh1 targetome in murine postnatal cerebellum","Homo sapiens","2011-02-08","12",""
7379,"GSE25126","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE25126","[E-MTAB-189] Genomewide Analysis of Histone Modifications in Normal Human Islets","Mus musculus","2011-02-05","21",""
7380,"GSE25021","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE25021","[E-TABM-828] ChIP-Seq in human MCF7 and HEPG2 cells","Mus musculus","2011-02-05","32",""
7381,"GSE26463","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE26463","Regulation of alternative splicing by the core spliceosomal machinery","Mus musculus","2011-02-01","3","rna_seq"
7382,"GSE26136","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE26136","Mammalian Dpy-30 regulates genomic H3K4 methylation and is essential for ES cell fate specification","Homo sapiens","2011-02-01","10",""
7383,"GSE23581","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE23581","Graded Nodal/Activin Signaling Governs ES Cell Fate Decisions via Differential Recruitment of Phospho-Smad2 to Oct4 and Distinct Target Gene Subsets.","Homo sapiens","2011-01-31","6",""
7384,"GSE26015","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE26015","Chromatin marks and RNA Pol II in human hematopoietic stem and progenitor cells","Homo sapiens","2011-01-31","4","rna_seq"
7385,"GSE26427","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE26427","Global Mapping of H3K4me1 and H3K4me3 in human CD4+CD25+FOXP3+ Treg cells","Mus musculus","2011-01-31","5",""
7386,"GSE24399","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE24399","Genome-wide characterization of long nonpolyadenylated RNAs, experiment II","Mus musculus","2011-01-28","12","rna_seq"
7387,"GSE26109","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE26109","A human transcriptome array for high-throughput clinical studies (with a comparison to RNA-seq technology) [RNA-Seq]","Homo sapiens","2011-01-27","8","rna_seq "
7388,"GSE26014","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE26014","Transcription factor ChIP-seq in expanded human hematopoietic stem and progenitor cells","Homo sapiens","2011-01-26","10",""
7389,"GSE26097","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE26097","Pluripotency Factors Regulate Definitive Endoderm Specification through Eomesodermin","Homo sapiens","2011-01-25","2",""
7390,"GSE26831","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE26831","Integrative model of genomic factors for determining binding site selection by estrogen receptor alpha in MCF-7 cancer cells","Homo sapiens","2011-01-25","12",""
7391,"GSE24958","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE24958","Transcriptome-wide sequencing reveals numerous APOBEC1 mRNA editing targets in transcript 3'UTRs","Homo sapiens","2011-01-23","2","rna_seq "
7392,"GSE26680","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE26680","ChIP-Seq data for REST, MCAF1, Ring1b and H4K20me3 in mouse embryonic stem (ES) cells","Homo sapiens","2011-01-19","4",""
7393,"GSE26658","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE26658","Total RNA Pol2 ChIP-seq in mES cells treated with flavopiridol (Cdk9 inhibitor) after DSIF and NELF knockdown","Homo sapiens","2011-01-19","4","rna_seq "
7394,"GSE26657","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE26657","ChIP-Seq data for histone marks in mouse embryonic fibroblasts","Mus musculus","2011-01-19","7",""
7395,"GSE24850","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE24850","ChIP-Seq reveals regulation of the heterochromatic mark, H3K9me3, in NAc following repeated cocaine administration","Mus musculus","2011-01-18","11",""
7396,"GSE23109","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE23109","Genome-wide analysis of RNAs associated with Lin28","Mus musculus","2011-01-18","2","rna_seq"
7397,"GSE25898","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE25898","Paternally-induced transgenerational environmental reprogramming of metabolic gene expression in mammals (meDIP)","Mus musculus","2011-01-14","4","rna_seq"
7398,"GSE25310","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE25310","Genome-wide identification of Ago2 binding sites from mouse embryonic stem cells with and without mature microRNAs","Mus musculus","2011-01-10","12","rna_seq"
7399,"GSE24397","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE24397","Genome-wide profile of the SWI/SNF chromatin remodeling complex","Homo sapiens","2011-01-10","4",""
7400,"GSE23795","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE23795","Chip-Seq analysis of Sox2 protein genome-wide DNA binding sites in glioma cancer cells","Mus musculus","2011-01-10","2",""
7401,"GSE24777","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE24777","Regulation of Megakaryocytic differentiation in Cell Line Models by Dynamic Combinatorial Interactions of RUNX1 with Its Cooperating Partners","Mus musculus","2011-01-10","12",""
7402,"GSE21699","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE21699","Architectural complexity of the polyadenylated intestinal transcriptome revealed by hybrid RNA sequencing","Homo sapiens","2011-01-06","4","rna_seq"
7403,"GSE22612","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE22612","TDRD3 is an effector molecule for arginine methylated histone marks","Homo sapiens","2011-01-06","2",""
7404,"GSE23893","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE23893","Tissue-type specific estrogen signaling in breast and uterine cancer cells","Homo sapiens","2011-01-05","12",""
7405,"GSE26031","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE26031","LIM domain binding protein 1 regulates a transcriptional program essential for hematopoietic stem cell maintenance","Mus musculus","2011-01-04","4",""
7406,"GSE23701","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE23701","Integrative model of genomic factors for determining binding site selection by estrogen receptor alpha in MCF-7 cancer cells","Homo sapiens","2011-01-04","16",""
7407,"GSE26099","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE26099","Widespread targeted chromatin remodeling during the initial phase of somatic cell reprogramming [ChIP-Seq]","Homo sapiens","2011-01-03","22",""
7408,"GSE26098","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE26098","Widespread targeted chromatin remodeling during the initial phase of somatic cell reprogramming [RRBS]","Mus musculus","2011-01-03","4",""
